FONTE_STN_COD;ANO;MES_COD;UO_COD;ACAO_COD;GRUPO_COD;FONTE_COD;IPU_COD
500;2023;1;1511;2002;1;10;1
500;2023;1;1511;2002;3;10;1
500;2023;1;1511;2002;3;10;7
500;2023;1;1511;2002;4;10;1
500;2023;1;1511;2003;1;10;1
500;2023;1;1511;2003;3;10;1
500;2023;1;1511;2003;3;10;7
500;2023;1;1511;2003;4;10;1
500;2023;1;1511;2004;1;10;1
500;2023;1;1511;2004;3;10;1
500;2023;1;1511;2004;3;10;7
500;2023;1;1511;2004;4;10;1
500;2023;1;1511;2500;1;10;1
500;2023;1;1511;2500;3;10;1
500;2023;1;1511;2500;3;10;7
500;2023;1;1511;2500;4;10;1
500;2023;1;1511;4022;1;10;1
500;2023;1;1511;4022;3;10;1
500;2023;1;1511;4022;3;10;7
500;2023;1;1511;4022;4;10;1
500;2023;1;1511;4022;4;10;8
500;2023;1;1511;4025;1;10;1
500;2023;1;1511;4025;3;10;1
500;2023;1;1511;4025;3;10;7
500;2023;1;1511;4025;3;10;8
500;2023;1;1511;4025;4;10;1
500;2023;1;1511;4025;4;10;8
500;2023;1;1511;4105;3;10;1
500;2023;1;1511;4124;3;10;1
500;2023;1;1511;4135;1;10;1
500;2023;1;1511;4135;3;10;1
500;2023;1;1511;4135;3;10;7
500;2023;1;1511;4135;4;10;1
500;2023;1;1511;4222;1;10;1
500;2023;1;1511;4222;3;10;1
500;2023;1;1511;4222;3;10;7
500;2023;1;1511;4222;4;10;1
500;2023;1;1511;4533;3;10;1
500;2023;1;1511;7010;3;10;7
500;2023;1;1521;2500;1;10;1
500;2023;1;1521;2500;3;10;1
500;2023;1;1521;2500;3;10;7
500;2023;1;1521;4046;1;10;1
500;2023;1;1521;4046;3;10;1
500;2023;1;1521;4046;3;10;7
500;2023;1;1521;4051;1;10;1
500;2023;1;1521;4051;3;10;1
500;2023;1;1521;4051;3;10;7
500;2023;1;1521;4055;1;10;1
500;2023;1;1521;4055;3;10;1
500;2023;1;1521;4055;3;10;7
500;2023;1;1521;4056;1;10;1
500;2023;1;1521;4056;3;10;1
500;2023;1;1521;4056;3;10;7
500;2023;1;1521;4056;4;10;1
500;2023;1;1521;4059;1;10;1
500;2023;1;1521;4059;3;10;1
500;2023;1;1521;4059;3;10;7
500;2023;1;1521;4060;1;10;1
500;2023;1;1521;4060;3;10;1
500;2023;1;1521;4060;3;10;7
500;2023;1;1521;4061;1;10;1
500;2023;1;1521;4061;3;10;1
500;2023;1;1521;4061;3;10;7
500;2023;1;1521;4066;1;10;1
500;2023;1;1521;4066;3;10;7
500;2023;1;1521;4072;1;10;1
500;2023;1;1521;4072;3;10;1
500;2023;1;1521;4072;3;10;7
500;2023;1;1521;4073;1;10;1
500;2023;1;1521;4073;3;10;1
500;2023;1;1521;4073;3;10;7
500;2023;1;1541;1026;1;10;1
500;2023;1;1541;1026;3;10;1
500;2023;1;1541;1026;3;10;7
500;2023;1;1541;2500;1;10;1
500;2023;1;1541;2500;3;10;1
500;2023;1;1541;2500;3;10;7
500;2023;1;1541;2500;4;10;1
500;2023;1;1541;4014;1;10;1
500;2023;1;1541;4014;3;10;1
500;2023;1;1541;4014;3;10;7
500;2023;1;1541;4014;4;10;1
500;2023;1;1541;4015;1;10;1
500;2023;1;1541;4015;3;10;1
500;2023;1;1541;4015;3;10;7
500;2023;1;1631;2058;1;10;1
500;2023;1;1631;2058;3;10;1
500;2023;1;1631;2058;3;10;7
500;2023;1;1631;2059;1;10;1
500;2023;1;1631;2059;3;10;1
500;2023;1;1631;2059;3;10;7
500;2023;1;1631;2060;1;10;1
500;2023;1;1631;2060;3;10;1
500;2023;1;1631;2060;3;10;7
500;2023;1;1631;2060;4;10;1
500;2023;1;1631;2500;1;10;1
500;2023;1;1631;2500;3;10;1
500;2023;1;1631;2500;3;10;7
500;2023;1;1631;2500;4;10;1
500;2023;1;1911;7663;3;10;1
500;2023;1;1915;7054;5;10;1
500;2023;1;1915;7541;5;10;1
500;2023;1;1915;7700;5;10;1
500;2023;1;1915;7707;5;10;1
500;2023;1;1915;7723;5;10;1
500;2023;1;1915;7734;5;10;1
500;2023;1;1915;7737;5;10;1
500;2023;1;1915;7752;5;10;1
500;2023;1;1915;7758;5;10;1
500;2023;1;1915;7759;5;10;1
500;2023;1;1916;7003;6;10;1
500;2023;1;1916;7030;2;10;1
500;2023;1;1916;7030;6;10;1
500;2023;1;1916;7043;2;10;1
500;2023;1;1916;7043;6;10;1
500;2023;1;1916;7658;2;10;1
500;2023;1;1916;7658;6;10;1
500;2023;1;1916;7886;2;10;1
500;2023;1;1916;7886;6;10;1
500;2023;1;1916;7896;2;10;1
500;2023;1;1916;7896;6;10;1
500;2023;1;1917;2010;3;10;1
500;2023;1;1941;2106;3;10;3
500;2023;1;1941;2106;4;10;3
500;2023;1;1941;4333;3;10;1
500;2023;1;1941;4392;3;10;1
500;2023;1;1941;7024;3;10;1
500;2023;1;1941;7441;1;10;1
500;2023;1;1991;9999;3;10;8
500;2023;1;1991;9999;9;10;1
500;2023;1;2011;7004;1;10;9
500;2023;1;2011;7004;3;10;9
500;2023;1;2061;2500;1;10;1
500;2023;1;2061;2500;3;10;1
500;2023;1;2061;2500;3;10;7
500;2023;1;2061;4041;1;10;1
500;2023;1;2061;4041;3;10;1
500;2023;1;2061;4190;1;10;1
500;2023;1;2061;4190;3;10;1
500;2023;1;2061;4200;1;10;1
500;2023;1;2061;4200;3;10;1
500;2023;1;2061;4200;3;10;7
500;2023;1;2061;4201;1;10;1
500;2023;1;2061;4201;3;10;1
500;2023;1;2061;4201;3;10;7
500;2023;1;2061;4201;4;10;1
500;2023;1;2061;4202;1;10;1
500;2023;1;2061;4202;3;10;1
500;2023;1;2061;4202;3;10;7
500;2023;1;2061;4202;4;10;1
500;2023;1;2061;4204;1;10;1
500;2023;1;2061;4204;3;10;1
500;2023;1;2061;4204;3;10;7
500;2023;1;2061;4205;1;10;1
500;2023;1;2061;4205;3;10;1
500;2023;1;2061;4205;3;10;7
500;2023;1;2061;4206;1;10;1
500;2023;1;2061;4206;3;10;1
500;2023;1;2061;4206;3;10;7
500;2023;1;2061;4207;1;10;1
500;2023;1;2061;4207;3;10;1
500;2023;1;2061;4207;3;10;7
500;2023;1;2061;4208;1;10;1
500;2023;1;2061;4208;3;10;1
500;2023;1;2061;4208;3;10;7
500;2023;1;2061;4209;1;10;1
500;2023;1;2061;4209;3;10;1
500;2023;1;2061;4209;3;10;7
500;2023;1;2061;4211;1;10;1
500;2023;1;2061;4211;3;10;1
500;2023;1;2061;4211;3;10;7
500;2023;1;2061;4271;1;10;1
500;2023;1;2061;4271;3;10;1
500;2023;1;2061;4271;3;10;7
500;2023;1;2061;4310;1;10;1
500;2023;1;2061;4310;3;10;1
500;2023;1;2061;4310;3;10;7
500;2023;1;2061;7004;1;10;9
500;2023;1;2071;1006;4;10;1
500;2023;1;2071;1031;3;10;1
500;2023;1;2071;1034;3;10;1
500;2023;1;2071;1047;3;10;1
500;2023;1;2071;1047;4;10;1
500;2023;1;2071;2500;1;10;1
500;2023;1;2071;2500;3;10;1
500;2023;1;2071;2500;3;10;7
500;2023;1;2071;2500;4;10;1
500;2023;1;2071;4007;1;10;1
500;2023;1;2071;4007;3;10;1
500;2023;1;2071;4007;3;10;7
500;2023;1;2071;4008;1;10;1
500;2023;1;2071;4008;3;10;1
500;2023;1;2071;4008;3;10;7
500;2023;1;2071;4009;1;10;1
500;2023;1;2071;4009;3;10;1
500;2023;1;2071;4009;3;10;7
500;2023;1;2071;4009;3;10;8
500;2023;1;2071;4009;4;10;1
500;2023;1;2071;4010;1;10;1
500;2023;1;2071;4010;3;10;1
500;2023;1;2071;4010;3;10;3
500;2023;1;2071;4010;3;10;7
500;2023;1;2071;4010;4;10;1
500;2023;1;2071;4013;3;10;1
500;2023;1;2071;4098;1;10;1
500;2023;1;2071;4098;3;10;1
500;2023;1;2071;4098;3;10;3
500;2023;1;2071;4098;3;10;7
500;2023;1;2071;4098;4;10;1
500;2023;1;2071;4098;5;10;1
500;2023;1;2071;4496;3;10;1
500;2023;1;2071;4496;4;10;1
500;2023;1;2071;4498;3;10;1
500;2023;1;2101;4283;3;10;8
500;2023;1;2121;2017;1;10;1
500;2023;1;2121;2017;3;10;7
500;2023;1;2121;2018;1;10;1
500;2023;1;2121;2018;3;10;7
500;2023;1;2121;4001;1;10;1
500;2023;1;2121;4001;3;10;1
500;2023;1;2121;4001;3;10;7
500;2023;1;2121;4002;1;10;1
500;2023;1;2121;4002;3;10;1
500;2023;1;2121;4002;3;10;7
500;2023;1;2121;4004;1;10;1
500;2023;1;2121;4004;3;10;7
500;2023;1;2121;4005;1;10;1
500;2023;1;2121;4005;3;10;1
500;2023;1;2121;4005;3;10;7
500;2023;1;2121;7002;1;10;1
500;2023;1;2151;1003;4;10;1
500;2023;1;2151;1088;3;10;1
500;2023;1;2151;1088;4;10;1
500;2023;1;2151;2067;1;10;1
500;2023;1;2151;2067;3;10;7
500;2023;1;2151;2500;1;10;1
500;2023;1;2151;2500;3;10;1
500;2023;1;2151;2500;3;10;7
500;2023;1;2151;2500;4;10;1
500;2023;1;2151;4019;3;10;1
500;2023;1;2151;4050;3;10;1
500;2023;1;2151;4158;3;10;1
500;2023;1;2151;4221;3;10;1
500;2023;1;2151;4356;1;10;1
500;2023;1;2151;4356;3;10;1
500;2023;1;2151;4356;3;10;7
500;2023;1;2151;4357;1;10;1
500;2023;1;2151;4357;3;10;1
500;2023;1;2151;4357;3;10;7
500;2023;1;2151;4357;4;10;1
500;2023;1;2151;4361;1;10;1
500;2023;1;2151;4361;3;10;1
500;2023;1;2151;4361;3;10;7
500;2023;1;2151;4361;4;10;1
500;2023;1;2151;4364;1;10;1
500;2023;1;2151;4364;3;10;1
500;2023;1;2151;4364;3;10;7
500;2023;1;2151;4370;1;10;1
500;2023;1;2151;4370;3;10;1
500;2023;1;2151;4370;3;10;7
500;2023;1;2151;4378;1;10;1
500;2023;1;2151;4378;3;10;1
500;2023;1;2151;4378;3;10;7
500;2023;1;2151;4384;1;10;1
500;2023;1;2151;4384;3;10;1
500;2023;1;2151;4384;3;10;7
500;2023;1;2151;4409;1;10;1
500;2023;1;2151;4409;3;10;7
500;2023;1;2151;4409;4;10;1
500;2023;1;2151;4411;1;10;1
500;2023;1;2151;4411;3;10;7
500;2023;1;2151;4411;4;10;1
500;2023;1;2161;2500;1;10;1
500;2023;1;2161;2500;3;10;1
500;2023;1;2161;2500;3;10;7
500;2023;1;2161;4186;3;10;1
500;2023;1;2161;4219;3;10;1
500;2023;1;2161;4365;1;10;1
500;2023;1;2161;4365;3;10;1
500;2023;1;2161;4365;3;10;7
500;2023;1;2161;4365;4;10;1
500;2023;1;2161;4373;1;10;1
500;2023;1;2161;4373;3;10;1
500;2023;1;2161;4373;3;10;7
500;2023;1;2161;4373;4;10;1
500;2023;1;2161;4373;4;10;8
500;2023;1;2161;7004;3;10;9
500;2023;1;2171;1027;1;10;1
500;2023;1;2171;1027;3;10;1
500;2023;1;2171;1027;3;10;7
500;2023;1;2171;1028;1;10;1
500;2023;1;2171;1028;3;10;1
500;2023;1;2171;1028;3;10;7
500;2023;1;2171;1029;1;10;1
500;2023;1;2171;1029;3;10;1
500;2023;1;2171;1029;3;10;7
500;2023;1;2171;2500;1;10;1
500;2023;1;2171;2500;3;10;1
500;2023;1;2171;2500;3;10;7
500;2023;1;2171;7004;1;10;9
500;2023;1;2181;2500;1;10;1
500;2023;1;2181;2500;3;10;1
500;2023;1;2181;2500;3;10;7
500;2023;1;2181;4070;3;10;1
500;2023;1;2181;4195;1;10;1
500;2023;1;2181;4195;3;10;1
500;2023;1;2181;4195;3;10;7
500;2023;1;2181;4197;1;10;1
500;2023;1;2181;4197;3;10;1
500;2023;1;2181;4197;3;10;7
500;2023;1;2181;4220;1;10;1
500;2023;1;2181;4220;3;10;1
500;2023;1;2181;4220;3;10;7
500;2023;1;2181;7004;3;10;9
500;2023;1;2201;2500;1;10;1
500;2023;1;2201;2500;3;10;1
500;2023;1;2201;2500;3;10;7
500;2023;1;2201;4119;1;10;1
500;2023;1;2201;4119;3;10;1
500;2023;1;2201;4119;3;10;7
500;2023;1;2201;4120;1;10;1
500;2023;1;2201;4120;3;10;1
500;2023;1;2201;4120;3;10;7
500;2023;1;2201;4121;1;10;1
500;2023;1;2201;4121;3;10;1
500;2023;1;2201;4121;3;10;7
500;2023;1;2201;4122;1;10;1
500;2023;1;2201;4122;3;10;1
500;2023;1;2201;4122;3;10;7
500;2023;1;2201;4123;1;10;1
500;2023;1;2201;4123;3;10;1
500;2023;1;2201;4123;3;10;7
500;2023;1;2201;4123;4;10;8
500;2023;1;2201;4125;1;10;1
500;2023;1;2201;4125;3;10;1
500;2023;1;2201;4125;3;10;7
500;2023;1;2201;4128;1;10;1
500;2023;1;2201;4128;3;10;1
500;2023;1;2201;4128;3;10;7
500;2023;1;2201;7004;1;10;9
500;2023;1;2211;2500;1;10;1
500;2023;1;2211;2500;3;10;1
500;2023;1;2211;2500;3;10;7
500;2023;1;2211;4080;1;10;1
500;2023;1;2211;4080;3;10;1
500;2023;1;2211;4080;3;10;7
500;2023;1;2211;4163;1;10;1
500;2023;1;2211;4163;3;10;1
500;2023;1;2211;4188;1;10;1
500;2023;1;2211;4188;3;10;1
500;2023;1;2211;4188;3;10;7
500;2023;1;2211;7004;1;10;9
500;2023;1;2241;4450;3;10;8
500;2023;1;2261;1030;1;10;1
500;2023;1;2261;1030;3;10;1
500;2023;1;2261;1030;3;10;7
500;2023;1;2261;1030;4;10;1
500;2023;1;2261;2500;1;10;1
500;2023;1;2261;2500;3;10;1
500;2023;1;2261;2500;3;10;7
500;2023;1;2261;2500;4;10;1
500;2023;1;2261;4187;1;10;1
500;2023;1;2261;4187;3;10;1
500;2023;1;2261;4187;3;10;7
500;2023;1;2261;4187;4;10;1
500;2023;1;2261;4189;1;10;1
500;2023;1;2261;4189;3;10;1
500;2023;1;2261;4189;3;10;7
500;2023;1;2261;4189;4;10;1
500;2023;1;2261;4272;1;10;1
500;2023;1;2261;4272;3;10;1
500;2023;1;2261;4272;3;10;3
500;2023;1;2261;4272;3;10;7
500;2023;1;2261;4272;4;10;1
500;2023;1;2261;4288;1;10;1
500;2023;1;2261;4288;3;10;1
500;2023;1;2261;4288;3;10;7
500;2023;1;2261;4288;4;10;1
500;2023;1;2261;4289;1;10;1
500;2023;1;2261;4289;3;10;1
500;2023;1;2261;4289;3;10;7
500;2023;1;2261;4289;4;10;1
500;2023;1;2271;1007;1;10;1
500;2023;1;2271;1007;3;10;1
500;2023;1;2271;1007;3;10;7
500;2023;1;2271;2500;1;10;1
500;2023;1;2271;2500;3;10;1
500;2023;1;2271;2500;3;10;7
500;2023;1;2271;2500;4;10;1
500;2023;1;2271;4063;1;10;1
500;2023;1;2271;4063;3;10;1
500;2023;1;2271;4063;3;10;7
500;2023;1;2271;4063;3;10;8
500;2023;1;2271;4063;4;10;1
500;2023;1;2271;4174;1;10;1
500;2023;1;2271;4174;3;10;1
500;2023;1;2271;4174;3;10;7
500;2023;1;2271;4174;3;10;8
500;2023;1;2271;4174;4;10;1
500;2023;1;2271;4175;1;10;1
500;2023;1;2271;4175;3;10;1
500;2023;1;2271;4175;3;10;7
500;2023;1;2271;4175;4;10;1
500;2023;1;2271;4176;1;10;1
500;2023;1;2271;4176;3;10;1
500;2023;1;2271;4176;3;10;7
500;2023;1;2271;4176;3;10;8
500;2023;1;2271;4176;4;10;1
500;2023;1;2271;4177;1;10;1
500;2023;1;2271;4177;3;10;1
500;2023;1;2271;4177;3;10;7
500;2023;1;2271;4177;4;10;1
500;2023;1;2271;4178;1;10;1
500;2023;1;2271;4178;3;10;1
500;2023;1;2271;4178;3;10;7
500;2023;1;2271;4178;4;10;1
500;2023;1;2271;4179;1;10;1
500;2023;1;2271;4179;3;10;1
500;2023;1;2271;4179;3;10;7
500;2023;1;2271;4179;4;10;1
500;2023;1;2281;2500;1;10;1
500;2023;1;2281;2500;3;10;1
500;2023;1;2281;2500;3;10;7
500;2023;1;2281;2500;4;10;1
500;2023;1;2281;4213;1;10;1
500;2023;1;2281;4213;3;10;1
500;2023;1;2281;4213;3;10;7
500;2023;1;2281;7004;3;10;9
500;2023;1;2301;2500;1;10;1
500;2023;1;2301;2500;3;10;1
500;2023;1;2301;2500;3;10;7
500;2023;1;2301;4183;1;10;1
500;2023;1;2301;4183;3;10;1
500;2023;1;2301;4183;3;10;7
500;2023;1;2301;4185;3;10;1
500;2023;1;2301;4227;1;10;1
500;2023;1;2301;4227;3;10;1
500;2023;1;2301;4227;3;10;7
500;2023;1;2301;4227;4;10;8
500;2023;1;2301;4232;1;10;1
500;2023;1;2301;4232;3;10;1
500;2023;1;2301;4232;3;10;7
500;2023;1;2301;4248;1;10;1
500;2023;1;2301;4248;3;10;1
500;2023;1;2301;4248;3;10;7
500;2023;1;2301;4248;4;10;8
500;2023;1;2301;4431;3;10;1
500;2023;1;2301;4477;1;10;1
500;2023;1;2301;4477;3;10;1
500;2023;1;2301;4477;3;10;7
500;2023;1;2301;4478;1;10;1
500;2023;1;2301;4478;3;10;1
500;2023;1;2301;4478;3;10;7
500;2023;1;2301;4544;3;10;1
500;2023;1;2301;7004;1;10;9
500;2023;1;2301;7004;3;10;9
500;2023;1;2311;2500;1;10;1
500;2023;1;2311;2500;3;10;1
500;2023;1;2311;2500;3;10;7
500;2023;1;2311;2500;4;10;1
500;2023;1;2311;4171;1;10;1
500;2023;1;2311;4171;3;10;1
500;2023;1;2311;4171;3;10;3
500;2023;1;2311;4171;3;10;7
500;2023;1;2311;4172;3;10;1
500;2023;1;2311;4172;4;10;1
500;2023;1;2311;4173;3;10;1
500;2023;1;2311;4180;1;10;1
500;2023;1;2311;4180;3;10;1
500;2023;1;2311;4180;3;10;7
500;2023;1;2311;4180;4;10;1
500;2023;1;2311;4181;3;10;1
500;2023;1;2311;4181;3;10;8
500;2023;1;2311;4182;1;10;1
500;2023;1;2311;4182;3;10;1
500;2023;1;2311;4182;3;10;7
500;2023;1;2311;4182;4;10;1
500;2023;1;2321;1022;3;10;1
500;2023;1;2321;4341;1;10;1
500;2023;1;2321;4341;3;10;1
500;2023;1;2321;4341;3;10;7
500;2023;1;2321;4341;4;10;1
500;2023;1;2321;4341;4;10;3
500;2023;1;2321;4405;1;10;1
500;2023;1;2321;4405;3;10;1
500;2023;1;2321;4405;3;10;7
500;2023;1;2321;4540;1;10;1
500;2023;1;2321;4540;3;10;1
500;2023;1;2321;4540;3;10;7
500;2023;1;2321;4540;3;10;8
500;2023;1;2351;2500;3;10;1
500;2023;1;2351;4065;1;10;1
500;2023;1;2351;4065;3;10;1
500;2023;1;2351;4065;3;10;7
500;2023;1;2351;4065;3;10;8
500;2023;1;2351;4065;4;10;1
500;2023;1;2351;4067;3;10;1
500;2023;1;2351;4068;3;10;1
500;2023;1;2351;4069;3;10;1
500;2023;1;2351;4069;3;10;8
500;2023;1;2351;4093;3;10;1
500;2023;1;2351;4093;3;10;8
500;2023;1;2351;4513;4;10;8
500;2023;1;2351;7004;1;10;9
500;2023;1;2371;2500;1;10;1
500;2023;1;2371;2500;3;10;7
500;2023;1;2371;4102;1;10;1
500;2023;1;2371;4102;3;10;7
500;2023;1;2371;4104;1;10;1
500;2023;1;2371;4104;3;10;7
500;2023;1;2371;4377;1;10;1
500;2023;1;2371;4377;3;10;7
500;2023;1;2371;4443;1;10;1
500;2023;1;2371;4443;3;10;7
500;2023;1;2371;4444;1;10;1
500;2023;1;2371;4444;3;10;7
500;2023;1;2371;4447;1;10;1
500;2023;1;2371;4447;3;10;7
500;2023;1;2371;4449;1;10;1
500;2023;1;2371;4449;3;10;7
500;2023;1;2371;4524;1;10;1
500;2023;1;2371;4524;3;10;7
500;2023;1;2371;4536;1;10;1
500;2023;1;2371;4536;3;10;7
500;2023;1;2371;4541;1;10;1
500;2023;1;2371;4541;3;10;7
500;2023;1;2421;1032;3;10;1
500;2023;1;2421;1032;3;10;8
500;2023;1;2421;1072;3;10;1
500;2023;1;2421;1072;3;10;8
500;2023;1;2421;1075;3;10;1
500;2023;1;2421;1082;1;10;1
500;2023;1;2421;1082;3;10;1
500;2023;1;2421;1082;3;10;7
500;2023;1;2421;2500;1;10;1
500;2023;1;2421;2500;3;10;1
500;2023;1;2421;2500;3;10;7
500;2023;1;2421;4095;3;10;1
500;2023;1;2421;4346;3;10;1
500;2023;1;2421;4353;1;10;1
500;2023;1;2421;4353;3;10;1
500;2023;1;2421;4353;3;10;7
500;2023;1;2421;4358;4;10;1
500;2023;1;2421;4367;1;10;1
500;2023;1;2421;4367;3;10;1
500;2023;1;2421;4367;3;10;7
500;2023;1;2421;4367;3;10;8
500;2023;1;2421;4367;4;10;8
500;2023;1;2421;7004;3;10;9
500;2023;1;2431;2500;1;10;1
500;2023;1;2431;2500;3;10;7
500;2023;1;2431;4164;1;10;1
500;2023;1;2431;4164;3;10;7
500;2023;1;2431;4165;1;10;1
500;2023;1;2431;4165;3;10;1
500;2023;1;2431;4165;3;10;7
500;2023;1;2431;7004;3;10;9
500;2023;1;2461;2500;1;10;1
500;2023;1;2461;2500;3;10;1
500;2023;1;2461;2500;3;10;7
500;2023;1;2461;4268;1;10;1
500;2023;1;2461;4268;3;10;1
500;2023;1;2461;4268;3;10;7
500;2023;1;2461;4268;3;10;8
500;2023;1;2461;4345;1;10;1
500;2023;1;2461;4345;3;10;1
500;2023;1;2461;4345;3;10;7
500;2023;1;2461;4406;1;10;1
500;2023;1;2461;4406;3;10;1
500;2023;1;2461;4406;3;10;7
500;2023;1;2461;7004;3;10;9
500;2023;1;3041;1011;3;10;8
500;2023;1;3041;1011;4;10;8
500;2023;1;3041;2500;1;10;1
500;2023;1;3041;4210;1;10;1
500;2023;1;3041;4210;4;10;8
500;2023;1;3051;2500;1;10;1
500;2023;1;3051;2500;3;10;1
500;2023;1;3051;4026;1;10;1
500;2023;1;3051;4026;3;10;1
500;2023;1;3051;4026;4;10;1
500;2023;1;3051;4035;1;10;1
500;2023;1;3051;4035;3;10;1
500;2023;1;3051;4035;4;10;1
500;2023;1;3051;4036;1;10;1
500;2023;1;3051;4037;1;10;1
500;2023;1;3051;4038;1;10;1
500;2023;1;3051;4039;1;10;1
500;2023;1;3051;4040;1;10;1
500;2023;1;3051;4040;3;10;8
500;2023;1;3051;7004;1;10;9
500;2023;1;3151;2500;1;10;1
500;2023;1;3151;2500;3;10;1
500;2023;1;3151;2500;4;10;1
500;2023;1;3151;4148;1;10;1
500;2023;1;3151;4293;1;10;1
500;2023;1;3151;4293;3;10;1
500;2023;1;3151;4293;4;10;1
500;2023;1;3151;4294;1;10;1
500;2023;1;3151;4294;3;10;1
500;2023;1;3151;4294;4;10;1
500;2023;1;3151;7004;3;10;9
500;2023;1;4151;4506;3;10;1
500;2023;1;4171;4372;3;10;1
500;2023;1;4171;4380;3;10;1
500;2023;1;4251;1049;3;10;1
500;2023;1;4251;1059;3;10;1
500;2023;1;4251;1066;3;10;1
500;2023;1;4251;4129;3;10;1
500;2023;1;4251;4129;4;10;1
500;2023;1;4251;4130;3;10;1
500;2023;1;4251;4131;3;10;1
500;2023;1;4251;4132;3;10;1
500;2023;1;4251;4133;4;10;8
500;2023;1;4251;4534;3;10;1
500;2023;1;4251;4535;3;10;1
500;2023;1;4251;7005;3;10;1
500;2023;1;4291;1061;1;10;1
500;2023;1;4291;1061;3;10;1
500;2023;1;4291;1061;3;10;7
500;2023;1;4291;1085;3;10;1
500;2023;1;4291;2036;3;10;1
500;2023;1;4291;2039;3;10;1
500;2023;1;4291;2039;4;10;1
500;2023;1;4291;2041;1;10;1
500;2023;1;4291;2041;3;10;7
500;2023;1;4291;2057;3;10;1
500;2023;1;4291;2080;3;10;1
500;2023;1;4291;2087;3;10;8
500;2023;1;4291;2500;1;10;1
500;2023;1;4291;2500;3;10;1
500;2023;1;4291;2500;3;10;7
500;2023;1;4291;2500;4;10;1
500;2023;1;4291;4243;3;10;1
500;2023;1;4291;4244;3;10;1
500;2023;1;4291;4254;3;10;1
500;2023;1;4291;4263;3;10;1
500;2023;1;4291;4287;3;10;1
500;2023;1;4291;4290;3;10;1
500;2023;1;4291;4349;1;10;1
500;2023;1;4291;4349;3;10;1
500;2023;1;4291;4349;3;10;7
500;2023;1;4291;4349;4;10;1
500;2023;1;4291;4349;4;10;8
500;2023;1;4291;4437;1;10;1
500;2023;1;4291;4437;3;10;1
500;2023;1;4291;4437;3;10;7
500;2023;1;4291;4437;4;10;1
500;2023;1;4291;4440;1;10;1
500;2023;1;4291;4440;3;10;1
500;2023;1;4291;4440;3;10;7
500;2023;1;4291;4440;4;10;1
500;2023;1;4291;4441;1;10;1
500;2023;1;4291;4441;3;10;1
500;2023;1;4291;4441;3;10;7
500;2023;1;4291;4441;4;10;1
500;2023;1;4291;4451;1;10;1
500;2023;1;4291;4451;3;10;1
500;2023;1;4291;4451;3;10;7
500;2023;1;4291;4451;3;10;8
500;2023;1;4291;4451;4;10;1
500;2023;1;4291;4451;4;10;8
500;2023;1;4291;4452;1;10;1
500;2023;1;4291;4452;3;10;1
500;2023;1;4291;4452;3;10;7
500;2023;1;4291;4452;4;10;1
500;2023;1;4291;4452;4;10;8
500;2023;1;4291;4453;3;10;1
500;2023;1;4291;4453;3;10;8
500;2023;1;4291;4453;4;10;8
500;2023;1;4291;4454;3;10;1
500;2023;1;4291;4455;3;10;1
500;2023;1;4291;4455;4;10;1
500;2023;1;4291;4456;1;10;1
500;2023;1;4291;4456;3;10;1
500;2023;1;4291;4456;3;10;7
500;2023;1;4291;4456;4;10;1
500;2023;1;4291;4457;1;10;1
500;2023;1;4291;4457;3;10;1
500;2023;1;4291;4457;3;10;3
500;2023;1;4291;4457;3;10;7
500;2023;1;4291;4457;3;10;8
500;2023;1;4291;4457;4;10;1
500;2023;1;4291;4457;4;10;8
500;2023;1;4291;4459;3;10;1
500;2023;1;4291;4459;4;10;1
500;2023;1;4291;4459;4;10;8
500;2023;1;4291;4460;1;10;1
500;2023;1;4291;4460;3;10;1
500;2023;1;4291;4460;3;10;7
500;2023;1;4291;4460;3;10;8
500;2023;1;4291;4460;4;10;1
500;2023;1;4291;4460;4;10;8
500;2023;1;4291;4461;1;10;1
500;2023;1;4291;4461;3;10;1
500;2023;1;4291;4461;3;10;7
500;2023;1;4291;4461;3;10;8
500;2023;1;4291;4461;4;10;1
500;2023;1;4291;4461;4;10;8
500;2023;1;4291;4462;1;10;1
500;2023;1;4291;4462;3;10;1
500;2023;1;4291;4462;3;10;7
500;2023;1;4291;4462;4;10;1
500;2023;1;4291;4463;1;10;1
500;2023;1;4291;4463;3;10;1
500;2023;1;4291;4463;3;10;7
500;2023;1;4291;4463;3;10;8
500;2023;1;4291;4463;4;10;1
500;2023;1;4291;4463;4;10;8
500;2023;1;4291;4465;1;10;1
500;2023;1;4291;4465;3;10;1
500;2023;1;4291;4465;3;10;7
500;2023;1;4291;4465;4;10;1
500;2023;1;4291;4466;1;10;1
500;2023;1;4291;4466;3;10;1
500;2023;1;4291;4466;3;10;7
500;2023;1;4291;4466;4;10;1
500;2023;1;4291;4467;3;10;1
500;2023;1;4291;4467;4;10;1
500;2023;1;4321;4504;3;10;1
500;2023;1;4331;4167;3;10;1
500;2023;1;4331;4168;3;10;1
500;2023;1;4331;4407;3;10;1
500;2023;1;4531;4428;3;10;1
500;2023;1;4631;4393;5;10;1
500;2023;1;4631;4485;5;10;1
500;2023;1;4631;4486;3;10;1
500;2023;1;4631;4486;5;10;1
500;2023;1;4631;4487;3;10;1
500;2023;1;4631;4489;3;10;1
500;2023;1;4631;4490;3;10;1
500;2023;1;4631;4491;3;10;1
